#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:21126519	(2011) Tropomyosin is an interaction partner of the Drosophila coiled coil protein yuri gagarin.	10	20	1.87	2.70e-11	7227.FBpp0071448,7227.FBpp0072365,7227.FBpp0073484,7227.FBpp0073682,7227.FBpp0075491,7227.FBpp0080452,7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0089196,7227.FBpp0290753	Act57B,Lsp1gamma,Lsp1alpha,up,Fbp1,Mhc,Tm2,Tm1,chic,Rtnl1
PMID:15265703	(2004) Rho-mediated assembly of stress fibers is differentially regulated in corneal fibroblasts and myofibroblasts.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:15345559	(2004) Alternative N-terminal regions of Drosophila myosin heavy chain tune muscle kinetics for optimal power output.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:15345682	(2004) Interaction of stress-activated protein kinase-interacting protein-1 with the interferon receptor subunit IFNAR2 in uterine endometrium.	2	4	1.87	0.0088	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:14516276	(2003) Interaction of the protein tyrosine phosphatase PTPL1 with the PtdIns(3,4)P2-binding adaptor protein TAPP1.	2	4	1.87	0.0088	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:11231057	(2001) Spatially and temporally regulated expression of myosin heavy chain alternative exons during Drosophila embryogenesis.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:10893270	(2000) Wntfrizzled-2 signaling induces aggregation and adhesion among cardiac myocytes by increased cadherin-beta-catenin complex.	3	24	1.27	0.0088	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0088546	zip,Mhc,TpnC73F
PMID:10202143	(1999) Assembly of thick filaments and myofibrils occurs in the absence of the myosin head.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:10471711	(1999) A direct screen identifies new flight muscle mutants on the Drosophila second chromosome.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9917396	(1999) Association of kettin with actin in the Z-disc of insect flight muscle.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:9560399	(1998) Second-site noncomplementation identifies genomic regions required for Drosophila nonmuscle myosin function during morphogenesis.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0088904	zip,Tm1
PMID:9799262	(1998) Transposable element insertions respecify alternative exon splicing in three Drosophila myosin heavy chain mutants.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9848651	(1998) Enhancer elements activate the weak 3' splice site of alpha-tropomyosin exon 2.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:9016873	(1997) The transcriptional promoter regulates hypermutation of the antibody heavy chain locus.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9150426	(1997) The manganese superoxide dismutase gene of Drosophila: structure, expression, and evidence for regulation by MAP kinase.	2	4	1.87	0.0088	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:9300050	(1997) Fine tuning a molecular motor: the location of alternative domains in the Drosophila myosin head.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:9350340	(1997) cDNA cloning and genomic organization of enhancer of split groucho gene from nematode Caenorhabditis elegans.	2	4	1.87	0.0088	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:9381174	(1997) Common and distinct roles of DFos and DJun during Drosophila development.	2	4	1.87	0.0088	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:7607682	(1995) Structure of the leukemia-associated human CBFB gene.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:7916224	(1994) Identification of the major brown shrimp (Penaeus aztecus) allergen as the muscle protein tropomyosin.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:2253766	(1990) Isolation and sequence of a tropomyosin-binding fragment of turkey gizzard calponin.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:2471656	(1989) Tissue-specific expression of the alternately processed Drosophila myosin heavy-chain messenger RNAs.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:2462566	(1988) Molecular and ultrastructural defects in a Drosophila myosin heavy chain mutant: differential effects on muscle function produced by similar thick filament abnormalities.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3135237	(1988) Functional interactions between unlinked muscle genes within haploinsufficient regions of the Drosophila genome.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3104878	(1987) Molecular characterization of bsg25D: a blastoderm-specific locus of Drosophila melanogaster.	2	4	1.87	0.0088	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:3117889	(1987) A new approach to monoclonal antibody production. In vitro immunization with antigens on nitrocellulose using Drosophila myosin heavy chain as an example.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3622924	(1987) Expression of myosin heavy chain gene in the sea urchin: coregulation with muscle actin transcription in early development.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3006049	(1986) Mutations of the Drosophila myosin heavy-chain gene: effects on transcription, myosin accumulation, and muscle function.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3083414	(1986) Differential processing of RNA transcribed from the single-copy Drosophila myosin heavy chain gene produces four mRNAs that encode two polypeptides.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:3934133	(1985) A constitutively transcribed actin gene is associated with the nuclear matrix in a Drosophila cell line.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:6402306	(1983) Drosophila has one myosin heavy-chain gene with three developmentally regulated transcripts.	2	4	1.87	0.0088	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30778062	(2019) Sphingolipid-dependent Dscam sorting regulates axon segregation.	3	25	1.25	0.0095	7227.FBpp0080446,7227.FBpp0082535,7227.FBpp0088904	Cyt-c-p,Tm2,Tm1
PMID:29420192	(2018) Mechanism of Stx17 recruitment to autophagosomes via IRGM and mammalian Atg8 proteins.	3	25	1.25	0.0095	7227.FBpp0073682,7227.FBpp0082535,7227.FBpp0088904	up,Tm2,Tm1
PMID:30114273	(2018) Characterization and expression of a long neuropeptide F (NPF) receptor in the Chagas disease vector Rhodnius prolixus.	3	25	1.25	0.0095	7227.FBpp0082535,7227.FBpp0084959,7227.FBpp0088904	Tm2,RpL32,Tm1
PMID:27048819	(2016) Regulation of necrotic cell death: p53, PARP1 and cyclophilin D-overlapping pathways of regulated necrosis?	3	25	1.25	0.0095	7227.FBpp0075491,7227.FBpp0080446,7227.FBpp0088363	Fbp1,Cyt-c-p,Lsp2
PMID:26230084	(2015) Corp Regulates P53 in Drosophila melanogaster via a Negative Feedback Loop.	3	25	1.25	0.0095	7227.FBpp0073682,7227.FBpp0078490,7227.FBpp0084959	up,Ubc6,RpL32
PMID:24656772	(2014) SPOP promotes tumorigenesis by acting as a key regulatory hub in kidney cancer.	3	25	1.25	0.0095	7227.FBpp0075491,7227.FBpp0088363,7227.FBpp0099767	Fbp1,Lsp2,rdx
PMID:23926047	(2013) Drosophila F-BAR protein Syndapin contributes to coupling the plasma membrane and contractile ring in cytokinesis.	3	25	1.25	0.0095	7227.FBpp0072306,7227.FBpp0073682,7227.FBpp0080452	zip,up,Mhc
PMID:22863366	(2012) Modeling dilated cardiomyopathies in Drosophila.	3	25	1.25	0.0095	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	wupA,Tm2,Tm1
PMID:23267413	(2012) BioArchitecture: the organization and regulation of biological space.	3	25	1.25	0.0095	7227.FBpp0074298,7227.FBpp0082535,7227.FBpp0088904	wupA,Tm2,Tm1
PMID:21538812	(2011) Xenopus: An emerging model for studying congenital heart disease.	3	25	1.25	0.0095	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
PMID:9245788	(1997) Drosophila myoblast city encodes a conserved protein that is essential for myoblast fusion, dorsal closure, and cytoskeletal organization.	3	25	1.25	0.0095	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0082535	zip,Mhc,Tm2
PMID:23603562	(2013) Differential gene expression related to Nora virus infection of Drosophila melanogaster.	4	60	0.99	0.0098	7227.FBpp0076298,7227.FBpp0076299,7227.FBpp0076301,7227.FBpp0084959	Cp18,Cp15,Cp16,RpL32
PMID:32148516	(2020) Hypoxia Promotes Vascular Smooth Muscle Cell (VSMC) Differentiation of Adipose-Derived Stem Cell (ADSC) by Regulating Mettl3 and Paracrine Factors.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:32359542	(2020) Molecular characterization and expression profiles of nicotinic acetylcholine receptors in Bradysia odoriphaga.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:32653593	(2020) 20(S)-ginsenoside Rg3 promotes myoblast differentiation and protects against myotube atrophy via regulation of the AktmTORFoxO3 pathway.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30630514	(2019) Freeman-Burian syndrome.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30669552	(2019) Structure and Mechanism of the Divalent AnionNa+ Symporter.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30683884	(2019) Wingless modulates activator protein-1-mediated tumor invasion.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30735129	(2019) Brain-wide cellular resolution imaging of Cre transgenic zebrafish lines for functional circuit-mapping.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:30817822	(2019) Molecular Cloning and Expression Analysis of 5-hydroxytryptamine Receptor 7 in Ant Polyrhachis vicina Roger (Hymenoptera: Formicidae).	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30875904	(2019) Serine Proteinases in Leishmania (Viannia) braziliensis Promastigotes Have Distinct Subcellular Distributions and Expression.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30921707	(2019) Insights into the mechanism and pharmacology of neurotransmitter sodium symporters.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31134719	(2019) Myosin: Formation and maintenance of thick filaments.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31337682	(2019) Trading amino acids at the aphid-Buchnera symbiotic interface.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31364377	(2019) Targeted renal knockdown of Na+H+ exchanger regulatory factor Sip1 produces uric acid nephrolithiasis in Drosophila.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:31389160	(2019) MicroRNA-124: An emerging therapeutic target in cancer.	3	26	1.23	0.0101	7227.FBpp0072306,7227.FBpp0082535,7227.FBpp0088904	zip,Tm2,Tm1
PMID:31552786	(2019) Voltage vs. Ligand II: Structural insights of the intrinsic flexibility in cyclic nucleotide-gated channels.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:31680668	(2019) Dissection of Drosophila melanogaster Flight Muscles for Omics Approaches.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:31681295	(2019) Expression of Human Mutant Huntingtin Protein in Drosophila Hemocytes Impairs Immune Responses.	3	26	1.23	0.0101	7227.FBpp0083378,7227.FBpp0083379,7227.FBpp0084959	TotA,TotC,RpL32
PMID:32038298	(2019) TMT-Based Quantitative Proteomic Profiling of Overwintering Lissorhoptrus oryzophilus.	3	26	1.23	0.0101	7227.FBpp0082535,7227.FBpp0088904,7227.FBpp0110269	Tm2,Tm1,Lsd-2
PMID:28958602	(2018) Onchocerca volvulus: The Road from Basic Biology to a Vaccine.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29058016	(2018) Resculpting the binding pocket of APC superfamily LeuT-fold amino acid transporters.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29203356	(2018) 226th ENMC International Workshop:: Towards validated and qualified biomarkers for therapy development for Duchenne muscular dystrophy 20-22 January 2017, Heemskerk, The Netherlands.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:29556202	(2018) Characterization and Comparative Analysis of Olfactory Receptor Co-Receptor Orco Orthologs Among Five Mirid Bug Species.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:30174617	(2018) Superior Intrinsic Mitochondrial Respiration in Women Than in Men.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30255680	(2018) [Expression of Polar Tube Protein 1 (NbPTP1) from Nosema bombycis in Drosophila S2 cell lines and its glycosylation].	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:30263960	(2018) Molecular parallelism in fast-twitch muscle proteins in echolocating mammals.	2	5	1.77	0.0101	7227.FBpp0080452,7227.FBpp0084565	Mhc,Mlc1
PMID:30445460	(2018) Genomes of trombidid mites reveal novel predicted allergens and laterally transferred genes associated with secondary metabolism.	3	27	1.22	0.0101	7227.FBpp0076320,7227.FBpp0082535,7227.FBpp0088904	Prm,Tm2,Tm1
PMID:27582044	(2017) A structural and functional comparison of gap junction channels composed of connexins and innexins.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27942807	(2017) Neural control and precision of flight muscle activation in Drosophila.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28040635	(2017) Alternating access mechanisms of LeuT-fold transporters: trailblazing towards the promised energy landscapes.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28071729	(2017) Rules of tissue packing involving different cell types: human muscle organization.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28377584	(2017) Rotiferan Hox genes give new insights into the evolution of metazoan bodyplans.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28542291	(2017) The first darter (Aves: Anhingidae) fossils from India (late Pliocene).	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:28709804	(2017) Identification of Natural Regulatory T Cell Epitopes Reveals Convergence on a Dominant Autoantigen.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28855574	(2017) Genetic studies in mice directly link oocytes produced during adulthood to ovarian function and natural fertility.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:28900908	(2017) The STIM-Orai Pathway: Orai, the Pore-Forming Subunit of the CRAC Channel.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29056828	(2017) Acid-Sensing Ion Channels as Potential Therapeutic Targets in Neurodegeneration and Neuroinflammation.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:29202694	(2017) Alternative patterns of sex chromosome differentiation in Aedes aegypti (L).	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26956482	(2016) Sterol hindrance of Orai activation.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27134173	(2016) Polarizing the Neuron through Sustained Co-expression of Alternatively Spliced Isoforms.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27238261	(2016) Modulation of BK Channel Function by Auxiliary Beta and Gamma Subunits.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27458111	(2016) Proteomic analysis of vascular smooth muscle cells in physiological condition and in pulmonary arterial hypertension: Toward contractile versus synthetic phenotypes.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:27678200	(2016) Transition metal ion FRET uncovers K+ regulation of a neurotransmittersodium symporter.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:27965694	(2016) InsertionsDeletions-Associated Nucleotide Polymorphism in Arabidopsis thaliana.	2	5	1.77	0.0101	7227.FBpp0074180,7227.FBpp0082465	RpS5a,RpS5b
PMID:28076278	(2016) Characterization of the Ryanodine Receptor Gene With a Unique 3'-UTR and Alternative Splice Site From the Oriental Fruit Moth.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25583313	(2015) Raman spectroscopic studies on screening of myopathies.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:25792715	(2015) Redox regulation of muscle adaptations to contractile activity and aging.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25858587	(2015) Drosophila Low Temperature Viability Protein 1 (LTV1) Is Required for Ribosome Biogenesis and Cell Growth Downstream of Drosophila Myc (dMyc).	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25918355	(2015) Thinking of calcium and fleeing flies.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25950965	(2015) Biophysical Approaches to the Study of LeuT, a Prokaryotic Homolog of Neurotransmitter Sodium Symporters.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25994579	(2015) Enhanced production of porcine circovirus type 2 (PCV2) virus-like particles in Sf9 cells by translational enhancers.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26273833	(2015) Absence of Vitamin K-Dependent Gamma-Carboxylation in Human Periostin Extracted from Fibrotic Lung or Secreted from a Cell Line Engineered to Optimize Gamma-Carboxylation.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:26446785	(2015) A Failure to Communicate: MYOSIN RESIDUES INVOLVED IN HYPERTROPHIC CARDIOMYOPATHY AFFECT INTER-DOMAIN INTERACTION.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:26516842	(2015) ClRTL1 Encodes a Chinese Fir RNase III-Like Protein Involved in Regulating Shoot Branching.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:26605542	(2015) Expression Patterns and Potential Biological Roles of Dip2a.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24243736	(2014) Acute aortic dissections with pregnancy in women with ACTA2 mutations.	2	5	1.77	0.0101	7227.FBpp0072306,7227.FBpp0080452	zip,Mhc
PMID:24725410	(2014) SWELL1, a plasma membrane protein, is an essential component of volume-regulated anion channel.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:24855023	(2014) Molecular and functional characterization of Anopheles gambiae inward rectifier potassium (Kir1) channels: a novel role in egg production.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25003748	(2014) Discovery of novel-scaffold monoamine transporter ligands via in silico screening with the S1 pocket of the serotonin transporter.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25152308	(2014) Species determination of Culicoides biting midges via peptide profiling using matrix-assisted laser desorption ionization mass spectrometry.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25184115	(2014) Sources of superoxideH2O2 during mitochondrial proline oxidation.	2	5	1.77	0.0101	7227.FBpp0075491,7227.FBpp0088363	Fbp1,Lsp2
PMID:25246617	(2014) Arrest is a regulator of fiber-specific alternative splicing in the indirect flight muscles of Drosophila.	3	26	1.23	0.0101	7227.FBpp0072306,7227.FBpp0074298,7227.FBpp0080452	zip,wupA,Mhc
PMID:25249970	(2014) Synaptic bouton properties are tuned to best fit the prevailing firing pattern.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25296861	(2014) STIM1 triggers a gating rearrangement at the extracellular mouth of the ORAI1 channel.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25330781	(2014) Comparative characterization of two intracellular Ca^2+-release channels from the red flour beetle, Tribolium castaneum.	2	5	1.77	0.0101	7227.FBpp0082535,7227.FBpp0088904	Tm2,Tm1
PMID:25380823	(2014) Proteasome dysfunction induces muscle growth defects and protein aggregation.	3	26	1.23	0.0101	7227.FBpp0072306,7227.FBpp0080452,7227.FBpp0084565	zip,Mhc,Mlc1
