#submitted_item	validated_id	current_symbol
GstD8	FBgn0010044	GstD8
CG3430	FBgn0031875	CG3430
AP-2sigma	FBgn0043012	AP-2Ï
AP-2sigma	FBal0131822	AP-2Ï[KG02457]
CG11674	FBgn0030551	CG11674
Cdc27	FBgn0012058	Cdc27
CG10731	FBgn0034081	CG10731
Jwa	FBgn0032704	Jwa
Hsp67Bc	FBgn0001229	Hsp67Bc
CG11178	FBgn0030499	CG11178
Tim10	FBgn0027360	Tim10
Hira	FBgn0022786	Hira
Nop17l	FBgn0033224	Nop17l
prominin-like	FBgn0026189	promL
Fen1	FBgn0025832	Fen1
l(2)k09913	FBgn0021979	l(2)k09913
l(2)k09913	FBal0064244	l(2)k09913[k09913]
obst-E	FBgn0031737	obst-E
CG3434	FBgn0036000	CG3434
Dm_2L:23517	FBgn0083962	CG34126
CG6656	FBgn0038912	CG6656
MrgBP	FBgn0033341	MrgBP
CG17562	FBgn0038449	CG17562
e(y)1	FBgn0000617	Taf9
EndoA	FBgn0038659	EndoA
dome	FBgn0043903	dome
CG9947-RA	FBtr0074301	CDC50-RA
CG8929	FBgn0034504	CG8929
CG7974	FBgn0035254	CG7974
Cpr64Ad	FBgn0035513	Cpr64Ad
Nup75	FBgn0034310	Nup75
TuB2	FBgn0032746	CG10470
Naa40	FBgn0039687	Naa40
38E.13	FBgn0032881	Amacr
Ect4	FBgn0262579	Sarm
slo	FBgn0003429	slo
slo	FBal0015706	slo[1]
sbb	FBgn0285917	sbb
CG5555	FBgn0038686	CG5555
Parg	FBgn0023216	Parg
Mocs2	FBgn0039280	Mocs2B
Mocs2	FBgn0260229	Mocs2A
hfw	FBgn0001189	hfw
CG18273	FBgn0029525	CG18273
mRpS24	FBgn0039159	mRpS24
mbm	FBgn0086912	mbm
CG14130	FBgn0036210	CG14130
CG31345-RA	FBtr0082689	CG31345-RA
CG7903	FBgn0039730	CG7903
CG1434	FBgn0030554	CG1434
SPARC	FBgn0026562	SPARC
SPARC	FBtp0077989	P{NIG.6378R}
BEST:GH02734	FBgn0052039	Svip
CG11180	FBgn0034528	CG11180
Ubc2	FBgn0015320	Ubc2
Ubc2	FBgn0029113	Uba2
svr	FBgn0004648	svr
svr	FBab0000974	Df(1)svr
CG1607	FBgn0039844	CG1607
CG7601	FBgn0027583	CG7601
CG1969	FBgn0039690	Gnpnat
CG10514	FBgn0039312	CG10514
CG14291	FBgn0038660	Sgsh
Usp32	FBgn0036913	Usp32
spen	FBgn0016977	spen
Non2	FBgn0035370	Non2
drongo	FBgn0020304	drongo
ssp7	FBgn0052667	ssp7
CHMP2B	FBgn0035589	CHMP2B
red	FBgn0285913	red
red	FBal0014517	red[1]
brun	FBgn0261787	brun
mRpL55	FBgn0038678	mRpL55
Smu1	FBgn0038666	Smu1
PpV	FBgn0003139	PpV
EG:103E12.2	FBgn0040398	CG14629
cana	FBgn0040233	cana
CG4045	FBgn0025629	CG4045
CG4045	FBgn0085397	Fili
BcDNA:AT11343	FBgn0052022	CG32022
Ggamma30A	FBgn0267252	GÎ³30A
Arpc5	FBgn0031437	Arpc5
CG14933	FBgn0040968	CG14933
CG7787	FBgn0032020	strat
bun	FBgn0259176	bun
CG18769	FBgn0042185	MCU
CG10057	FBgn0051108	TTLL5
CG10057	FBgn0051510	CG31510
CG42672	FBgn0261554	CG42672
GAA1	FBgn0029818	GAA1
RpL34b	FBgn0037686	RpL34b
Fis1	FBgn0039969	Fis1
osa	FBgn0261885	osa
CG10096	FBgn0038032	CG10096
MBD-R2	FBgn0038016	MBD-R2
schlank	FBgn0040918	schlank
CG32176	FBgn0052176	CG32176
CG15201	FBgn0030272	CG15201
MTPAP	FBgn0024360	MTPAP
CG3224	FBgn0029885	CG3224
Bet3	FBgn0260859	Bet3
Npc2g	FBgn0039800	Npc2g
defl	FBgn0036038	defl
cold	FBgn0031268	cold
BG:DS01368.1	FBgn0028527	CG18507
opm	FBgn0264389	opm
Rab4	FBgn0016701	Rab4
Diedel3	FBgn0085358	Diedel3
CG10898	FBgn0037911	CG10898
vimar	FBgn0022960	vimar
Drsl5	FBgn0035434	Drsl5
CG4848	FBgn0037998	Cog1
shep	FBgn0052423	shep
pch2	FBgn0051453	pch2
Ranbp21	FBgn0031051	Ranbp21
CHKov2	FBgn0039328	CHKov2
DNApol-alpha73	FBgn0005696	PolA2
Cog7	FBgn0051040	Cog7
Madm	FBgn0027497	Madm
mst	FBgn0020272	mst
mst	FBgn0026746	anon-25D26Ab
mst	FBgn0038080	CG12279
CG43092	FBgn0262538	CG43092
CG1968	FBgn0033401	Cog6
Rbsn-5	FBgn0261064	Rbsn-5
GstE1	FBgn0034335	GstE1
CG14232	FBgn0031061	CG14232
Pabp2	FBgn0005648	Pabp2
CG16892-RA	FBtr0071319	Aladin-RA
alc	FBgn0260972	alc
CG17032	FBgn0036547	CG17032
CG8303	FBgn0034143	CG8303
CG12129	FBgn0033475	CG12129
CG10300	FBgn0039107	CG10300
Drep2	FBgn0028408	Drep2
CG14407	FBgn0030584	CG14407
l(2)35Be	FBgn0261881	Ankrd49
Set	FBgn0014879	Set
Cpsf160	FBgn0024698	Cpsf160
Cp38	FBgn0000360	Cp38
AMPKalpha	FBgn0023169	AMPKÎ±
CG10592	FBgn0035619	Alp10
BcDNA.LD34475	unknown ID	-
CG6321	FBgn0036117	CG6321
EG:BACR7A4.20	FBgn0040342	CG3706
CG4860	FBgn0037999	CG4860
Grip84	FBgn0026430	Grip84
Cp7Fb	FBgn0014465	Cp7Fb
trr	FBgn0023518	trr
PIP5K59B	FBgn0034789	PIP5K59B
Tgt	FBgn0031321	Tgt
CG8230	FBgn0027607	CG8230
SCCRO4	FBgn0036967	SCCRO4
CycH	FBgn0022936	CycH
cm	FBgn0000330	cm
cm	FBal0180464	cm[unspecified]
cm	FBgn0000335	cmp
Dm-RBD-1	FBgn0036018	CG3335
Zwilch	FBgn0061476	Zwilch
sif	FBgn0085447	sif
DM_7295851	FBgn0031500	CG17221
bon	FBgn0023097	bon
CG9531	FBgn0031817	HemK1
CG16787-RA	FBtr0072207	CG16787-RA
fwe	FBgn0261722	fwe
cpx	FBgn0041605	cpx
cpx	FBti0100641	P{PT1}cpx[21]
CG13690	FBgn0031252	CG13690
CG33127	FBgn0053127	CG33127
CG6908	FBgn0037936	CG6908
Sep4	FBgn0259923	Septin4
CG7218	FBgn0038569	CG7218
LTV1	FBgn0027525	LTV1
CG3223	FBgn0037538	CG3223
Xpd	FBgn0261850	Xpd
Picot	FBgn0024315	Picot
Ctr1B	FBgn0062412	Ctr1B
CG34220	FBgn0085249	CG34220
CG12926	FBgn0033437	CG12926
beg	FBgn0036691	beg
Skeletor	FBgn0262717	Skeletor
BcDNA:RH51268	FBgn0036890	CG9368
twin	FBgn0011725	twin
CG43427	FBgn0263346	smash
CG6484	FBgn0034247	CG6484
Pex14	FBgn0037020	Pex14
Btnd	FBgn0029848	Btnd
CG8708	FBgn0033271	CG8708
BcDNA:RE52392	FBgn0036173	CG7394
Pi3K68D	FBgn0015278	Pi3K68D
Pi3K68D	FBgn0036205	CG14131
sdt	FBgn0261873	sdt
sdt	FBgn0002638	Rcc1
scra	FBgn0261385	scra
CG7879	FBgn0035235	CG7879
shtd	FBgn0004391	shtd
CG14613	FBgn0031188	CG14613
CG11007	FBgn0034455	CG11007
rdx	FBgn0264493	rdx
Obp56e	FBgn0034471	Obp56e
galectin	FBgn0031213	galectin
Fbl6	FBgn0033609	Fbl6
nemy	FBgn0261673	nemy
CG7889-RA	FBtr0074675	CG7889-RA
Ate1	FBgn0025720	Ate1
mRpL50	FBgn0028648	mRpL50
CG13144	FBgn0032260	CG13144
Dbp21E2	FBgn0086130	Dbp21E2
heph	FBgn0011224	heph
Spase12	FBgn0040623	Spase12
Idgf1	FBgn0020416	Idgf1
mei-38	FBgn0260986	mei-38
CG1407	FBgn0033474	CG1407
PrBP	FBgn0032059	PrBP
Cyp6a8	FBgn0013772	Cyp6a8
CG3358	FBgn0033117	CG3358
CG9691	FBgn0030160	CG9691
Dlc90F	FBgn0024432	Dlc90F
CG18473	FBgn0037683	CG18473
CG32638-RB	FBtr0300453	CG32638-RB
CG4098-PA	FBpp0075120	CG4098-PA
CG4098-PA	FBgn0036648	CG4098
CG14985	FBgn0035482	CG14985
CG5376	FBgn0038977	CG5376
nonC	FBgn0263968	nonC
Prosap	FBgn0040752	Prosap
mRpL20	FBgn0036335	mRpL20
CG4611	FBgn0035591	CG4611
CG5805	FBgn0039223	CG5805
Sardh	FBgn0034276	Sardh
Rga	FBgn0017550	Rga
retm	FBgn0031814	retm
Cdk12	FBgn0037093	Cdk12
l(2)k05819	FBgn0022153	l(2)k05819
ash2	FBgn0000139	ash2
Fuca	FBgn0285958	Fuca
CG9257	FBgn0032916	CG9257
CG32206	FBgn0052206	CG32206
CG7255	FBgn0036493	CG7255
Zip102B	FBgn0039902	Zip102B
CG6583	FBgn0032420	CG6583
bigmax	FBgn0039509	bigmax
l(2)05287	FBgn0284251	l(2)05287
l(2)05287	FBal0008081	l(2)05287[05287]
CG2875	FBgn0029672	CG2875
Pdp	FBgn0029958	Pdp
CG15534	FBgn0039769	CG15534
Sugb	FBgn0036191	Sugb
CG3246	FBgn0031538	CG3246
CG1124	FBgn0037290	CG1124
tapas	FBgn0027529	tapas
RPA3	FBgn0266421	RPA3
foxo	FBgn0038197	foxo
CG10874	FBgn0031395	CG10874
Usp39	FBgn0030969	Usp39
CG17272	FBgn0038830	CG17272
Smg5	FBgn0019890	Smg5
epsilonTry	FBgn0010425	ÎµTry
gas	FBgn0034736	gas
gas	FBgn0000808	gd
NP15.6	FBgn0027785	NP15.6
Cen	FBgn0032876	Cen
CG11655	FBgn0030638	CG11655
CG11852	FBgn0039297	CG11852
Tim9a	FBgn0030480	Tim9a
Vha13	FBgn0283536	Vha13
CG8005	FBgn0035854	Dhps
Snr1	FBgn0011715	Snr1
CG30423	FBgn0050423	CG30423
PCID2	FBgn0036184	PCID2
tweek	FBgn0261671	tweek
mmd	FBgn0259110	mmd
Rh4	FBgn0003250	Rh4
CG9657-RA	FBtr0071057	CG9657-RA
CysRS-m	FBgn0033900	CysRS-m
Hydr1	FBgn0033382	Hydr1
Vps24	FBgn0037231	Vps24
endos	FBgn0061515	endos
sbr	FBgn0003321	sbr
sbr	FBal0015165	sbr[1]
cta	FBgn0000384	cta
CG32485	FBgn0052485	CG32485
sl	FBgn0003416	sl
sl	FBgn0003423	slgA
sl	FBgn0261445	sgl
CG7280	FBgn0030966	shop
aurA	FBgn0000147	aurA
CG8249	FBgn0034045	CG8249
simj	FBgn0010762	simj
CG1671	FBgn0033454	CG1671
Galphao	FBgn0001122	GÎ±o
CG1941	FBgn0033214	CG1941
fz2	FBgn0016797	fz2
Pnn	FBgn0037737	Pnn
CG34325-RA	FBtr0112527	CG34325-RA
Cpr62Bc	FBgn0035281	Cpr62Bc
Dcp-1	FBgn0010501	Dcp-1
Dcp-1	FBgn0013770	Cp1
Dcp-1	FBgn0034921	DCP1
LysB	FBgn0004425	LysB
Hlc	FBgn0001565	Hlc
CG30339	FBgn0050339	CG30339
WRNexo	FBgn0038608	WRNexo
Snx3	FBgn0038065	Snx3
Tsp42Ee	FBgn0029506	Tsp42Ee
Lst8	FBgn0264691	Lst8
mRpL14	FBgn0040389	mRpL14
CG32113	FBgn0052113	Vps13D
fray	FBgn0023083	fray
mio	FBgn0031399	mio
mio	FBgn0032940	Mondo
Chrac-14	FBgn0043002	Chrac-14
CG7778	FBgn0032025	CG7778
vlc	FBgn0259978	vlc
RpL7-like	FBgn0032404	RpL7-like
CG12428	FBgn0039543	CROT
CG8243-RA	FBtr0088652	CG8243-RA
CG14105	FBgn0036359	CG14105
EG:100G10.4	FBgn0024995	CG2680
CG11563-RA	FBtr0085831	CG11563-RA
wls	FBgn0036141	wls
RhoGAP19D	FBgn0031118	RhoGAP19D
KFase	FBgn0287695	KFase
park	FBgn0041100	park
Cyp318a1	FBgn0030369	Cyp318a1
CG16898	FBgn0034480	CG16898
CG9853	FBgn0086605	CG9853
U3-55K	FBgn0053505	U3-55K
CG10877	FBgn0038804	CG10877
l(3)76BDm	FBgn0260655	l(3)76BDm
GXIVsPLA2	FBgn0036545	GXIVsPLA2
CG2061	FBgn0027498	CG2061
Rbp9	FBgn0010263	Rbp9
CG8051	FBgn0031012	CG8051
AANATL2	FBgn0031791	AANATL2
Phos17294	FBgn0032032	CG17294
Vmat	FBgn0260964	Vmat
BcDNA.GH11023	unknown ID	-
Swim	FBgn0034709	Swim
CG7135	FBgn0030895	CG7135
crim	FBgn0036198	crim
Bmcp	FBgn0036199	Bmcp
CG7168	FBgn0038586	CG7168
CG7747	FBgn0034109	CG7747
CG5107	FBgn0039342	CG5107
GstT3	FBgn0031117	GstT3
CG7718	FBgn0038649	PGS1
trmt10a	unknown ID	-
Mad	FBgn0011648	Mad
Mad	FBgn0023215	Mnt
Alh	FBgn0261238	Alh
Cp7Fa	FBgn0014464	Cp7Fa
JhI-26	FBgn0028424	JhI-26
JhI-26	FBtp0098506	P{UAS-JhI-26.L}
CG7564	FBgn0036734	CG7564
CG44014	FBgn0264776	CG44014
yellow-g2	FBgn0035328	yellow-g2
sdk	FBgn0021764	sdk
CG13366-RB	FBtr0110791	spdi-RB
tefu	FBgn0045035	tefu
pyd	FBgn0262614	pyd
CG5549	FBgn0034911	GlyT
teq	FBgn0023479	teq
EG:34F3.5	FBgn0025620	CG13360
dor	FBgn0000482	dor
dor	FBal0002729	dor[1]
dor	FBal0180144	dor[unspecified]
CG7705-RA	FBtr0083688	dind-RA
Pde6	FBgn0038237	Pde6
CG34396	FBgn0085425	CG34396
Npc2b	FBgn0038198	Npc2b
CG14353	FBgn0036771	Wdr92
CG2150	FBgn0003065	CG2150
CG5921	FBgn0029835	CG5921
CG12883-RA	FBtr0085216	CG12883-RA
CG12105	FBgn0035241	CG12105
CG7791	FBgn0033038	CG7791
CG11459	FBgn0037396	CG11459
Nup58	FBgn0038722	Nup58
GCC88	FBgn0037881	GCC88
Ccdc56	FBgn0261353	Ccdc56
Jarid2	FBgn0036004	Jarid2
l(2)k09848	FBgn0284246	l(2)k09848
l(2)k09848	FBal0064253	l(2)k09848[k09848]
CG3356	FBgn0034989	CG3356
CG10178	FBgn0032684	Ugt301D1
Tsp42Ed	FBgn0029507	Tsp42Ed
CG17292	FBgn0032029	CG17292
Cyp4g15	FBgn0030304	Cyp4g15
CG31064	FBgn0051064	CG31064
CG7632	FBgn0037071	CG7632
CG30219	FBgn0085474	CG34445
CG30219	FBgn0085475	CG34446
Hat1	FBgn0037376	Hat1
CG1129	FBgn0037279	CG1129
MFS17	FBgn0058263	MFS17
CG17219	FBgn0031494	CG17219
Syx8	FBgn0036643	Syx8
stc	FBgn0001978	stc
stc	FBal0028548	Hsp83[08445]
stc	FBgn0000317	ck
stc	FBgn0001233	Hsp83
SelR	FBgn0267376	SelR
Atg17	FBgn0037363	Atg17
CG10139	FBgn0033951	CG10139
eIF2D	FBgn0041588	eIF2D
CG10513	FBgn0039311	CG10513
CG14615	FBgn0031184	CG14615
rdgC	FBgn0265959	rdgC
rdgC	FBab0002392	Df(3L)rdgC-co2
TfIIFbeta	FBgn0010421	TfIIFÎ²
Nelf-A	FBgn0038872	Nelf-A
CG5191	FBgn0038803	CG5191
cpx	FBgn0041605	cpx
cpx	FBti0100641	P{PT1}cpx[21]
CG34039-RA	unknown ID	-
CG4239	FBgn0030745	CG4239
CG9590	FBgn0038360	CG9590
CG16812	FBgn0032488	CG16812
Ugt35b	FBgn0026314	Ugt35B1
CG7182	FBgn0035878	CG7182
Cyp6t1	FBgn0031182	Cyp6t1
CG5800	FBgn0030855	CG5800
CG6231-RD	FBtr0083808	CG6231-RD
BcDNA:AT31406	FBgn0031772	CG13994
Sar1	FBgn0038947	Sar1
bbx	FBgn0024251	bbx
CG9804	FBgn0037251	CG9804
klar	FBgn0001316	klar
CG8468	FBgn0033913	CG8468
His2A	FBgn0001196	His2A
His2A	FBgn0001197	His2Av
Elp3	FBgn0031604	Elp3
PSR	FBgn0038948	JMJD6
PIG-K	FBgn0023545	PIG-K
Drak	FBgn0052666	Drak
Grasp65	FBgn0036919	Grasp65
CG13083	FBgn0032789	CG13083
CG1598	FBgn0033191	CG1598
CSN1b	FBgn0027057	CSN1b
SA	FBgn0020616	SA
SA	FBgn0030310	PGRP-SA
CG12320	FBgn0038590	CG12320
CG33977-RA	FBtr0100020	Dpm3-RA
CG4607	FBgn0029932	CG4607
CG8907-RB	FBtr0305271	CG8907-RB
CG9451	FBgn0036876	CG9451
baf	FBgn0031977	baf
CG2990-RB	FBtr0071415	CG2990-RB
CG16820	FBgn0032495	CG16820
qkr58E-1	FBgn0022986	qkr58E-1
Ankle2	FBgn0028343	Ankle2
Ntmt	FBgn0033457	Ntmt
CG4115	FBgn0038017	CG4115
syndapin	unknown ID	-
CG30389	FBgn0050389	CG30389
CG17765	FBgn0033529	CG17765
CG43658	FBgn0263706	CG43658
mal	FBgn0002641	mal
mal	FBal0051362	mal[unspecified]
mal	FBgn0052296	Mrtf
Klp98A	FBgn0004387	Klp98A
CG32112	FBgn0052112	CG32112
mip120	FBgn0033846	mip120
CG10341	FBgn0032701	CG10341
CBP	FBgn0026144	CBP
CBP	FBgn0015218	eIF4E1
CBP	FBgn0261617	nej
CG15210	FBgn0040850	CG15210
CG9175	FBgn0031779	CG9175
CG9018	FBgn0035318	CG9018
CG15117-RB	FBtr0086594	CG15117-RB
CG16804	FBgn0061359	Mvk
CG16804	FBgn0061360	CG33672
CG8841	FBgn0033713	CG8841
Rab19	FBgn0015793	Rab19
BcDNA:GH04236	FBgn0035253	Srrm234
CG14292	FBgn0038658	CG14292
Syf2	FBgn0033556	CG12343
fs(1)N	FBgn0004650	fs(1)N
CG5608-RA	FBtr0082680	CG5608-RA
312	FBcl0400892	312
312	FBal0268654	Nsf2[lotus-312]
312	FBgn0029514	CG9166
312	FBgn0262450	mir-312
mrj	FBgn0034091	mrj
Tfb1	FBgn0033929	Tfb1
CT34848	FBgn0035497	CG14995
SCAR	FBgn0041781	SCAR
CG12237	FBgn0031048	CG12237
TH1	FBgn0010416	TH1
CG42265	FBgn0259150	OtopLc
Spn77Ba	FBgn0262057	Spn77Ba
bif	FBgn0014133	bif
stv	FBgn0086708	stv
CG31221	FBgn0051221	CG31221
CG33099-RA	FBtr0084288	CG33099-RA
milt	FBgn0262872	milt
CG31142	FBgn0047114	CG31142
CG8336	FBgn0036020	Cyp40
Rcd-1	FBgn0031047	Rcd-1
lsn	FBgn0260940	lsn
cni	FBgn0000339	cni
Syngr	FBgn0033876	Syngr
PTPMT1	FBgn0039111	PTPMT1
CG8298	FBgn0033673	CG8298
Sugb	FBgn0036191	Sugb
CG11858	FBgn0039305	CG11858
ZAP3	FBgn0052685	ZAP3
TBCC	FBgn0051961	TBCC
CG30094-RA	FBtr0087233	CG30094-RA
CG12259	FBgn0039557	CG12259
CG6707	FBgn0036058	CG6707
CG12947	FBgn0037753	CG12947
asf1	FBgn0029094	asf1
Abi	FBgn0020510	Abi
CG6910	FBgn0036262	CG6910
SPH188	FBgn0036015	CG3088
Swip-1	FBgn0032731	Swip-1
CG15739	FBgn0030347	CG15739
CG3756	FBgn0031657	Polr1C
Top3beta	FBgn0026015	Top3Î²
CG32174	FBgn0052174	Coq4
pHCl-1	FBgn0264908	pHCl-1
CG18493	FBgn0038701	CG18493
CG31103	FBgn0051103	CG31103
gatA	FBgn0260779	GatA
eIF4EHP	FBgn0053100	eIF4EHP
CG6550	FBgn0034214	CG6550
spas	FBgn0039141	spas
CG13220	FBgn0033608	CG13220
w	FBgn0003996	w
w	FBal0018074	w[1]
w	FBal0044450	w[unspecified]
SamDC	FBgn0019932	SamDC
EG:140G11.5	FBgn0040396	CG3939
e(r)	FBgn0011586	e(r)
Nost	FBgn0259734	Nost
RpS26	FBgn0261597	RpS26
CG6000	FBgn0039145	CG6000
CG33995	FBgn0053995	CG33995
CG10166	FBgn0032799	Dpm1
anon-WO0118547.323	FBgn0036847	CNPYb
Strip	FBgn0035437	Strip
CG8549	FBgn0035714	Sbds
crq	FBgn0015924	crq
CG8237	FBgn0033350	CG8237
Alk	FBgn0040505	Alk
PPO3	FBgn0261363	PPO3
PPO3	FBgn0259950	CG42460
PP2C	FBgn0022768	Pp2C1
PP2C	FBgn0027515	CG7115
PP2C	FBgn0031194	CG17598
PP2C	FBgn0032702	CG10376
PP2C	FBgn0032749	Phlpp
PP2C	FBgn0035143	Ppm1
PP2C	FBgn0035425	CG17746
nudE	FBgn0036059	nudE
nesd	FBgn0032848	nesd
mRpS10	FBgn0038307	mRpS10
CG14246	FBgn0040608	CG14246
CG7456	FBgn0032258	Cog4
spn-E	FBgn0003483	spn-E
Ndc1	FBgn0039125	Ndc1
MED14	FBgn0035145	MED14
Rab30	FBgn0031882	Rab30
CG11837	FBgn0039627	CG11837
enok	FBgn0034975	enok
fbl	FBgn0011205	fbl
CG43093	FBgn0262539	CG43093
AGO3	FBgn0250816	AGO3
mdlc	FBgn0038772	mdlc
Spn31A	FBgn0032178	Spn31A
TRAM	FBgn0040340	TRAM
CG4291	FBgn0031287	CG4291
CG5037	FBgn0032222	Cox10
mRpS17	FBgn0034986	mRpS17
CG3894	FBgn0035059	CG3894
Incenp	FBgn0260991	Incenp
CG7872	FBgn0030658	CG7872
GAPcenA	FBgn0035879	GAPcenA
Twdlbeta	FBgn0033658	TwdlÎ²
CG18787	FBgn0042125	CG18787
Eap	FBgn0035063	CG3594
CG32694	FBgn0052694	CG32694
Mt2	FBgn0028707	Mt2
Ca-beta	FBgn0287724	Ca-Î²
Taf5	FBgn0010356	Taf5
l(3)72Dr	FBgn0263608	l(3)72Dr
Gga	FBgn0030141	Gga
AI945207	FBgn0025700	CG5885
CG2076	FBgn0030263	CG2076
CG4592	FBgn0032162	CG4592
IKKepsilon	FBgn0086657	IKKÎµ
CG6406	FBgn0034269	Hyccin
mt:Cyt-b	FBgn0013678	mt:Cyt-b
CG8379-RB	FBtr0081922	CG8379-RB
Spc105R	FBgn0037025	Spc105R
Nrx-1	FBgn0038975	Nrx-1
CG8112	FBgn0037612	CG8112
Csk	FBgn0262081	Csk
anon-WO0118547.208	FBgn0032168	CG13126
EG:BACR7A4.17	FBgn0040346	CG3704
RNaseX25	FBgn0010406	RNaseX25
SRm160	FBgn0036340	Srrm1
CG10286	FBgn0037439	CG10286
Ady43A	FBgn0026602	Adk3
IM23	FBgn0034328	BomBc1
zetaTry	FBgn0011556	Î¶Try
Su(var)3-3	FBgn0260397	Su(var)3-3
boss	FBgn0000206	boss
RapGAP1	FBgn0264895	RapGAP1
CG10418	FBgn0036277	CG10418
BEST:CK00246	FBgn0025712	CG13920
Bap111	FBgn0030093	Bap111
Rheb	FBgn0041191	Rheb
AP-1gamma	FBgn0030089	AP-1Î³
Rbm13	FBgn0030067	Rbm13
CG8735	FBgn0033309	Lnpk
ValRS-m	FBgn0035942	ValRS-m
CG5577	FBgn0036759	CG5577
CG1143	FBgn0035359	CG1143
CG2063	FBgn0033400	CG2063
Larp7	FBgn0260771	Larp7
HPS3	FBgn0037142	CG14562
HDAC3	FBgn0025825	HDAC3
CG32783	FBgn0052783	Gem4c
bcn92	FBgn0013432	bcn92
mRNA-cap	FBgn0030556	mRNA-cap
modSP	FBgn0051217	modSP
CG12848	FBgn0040666	CG12848
Tsp74F	FBgn0036769	Tsp74F
l(1)G0007	FBal0096859	Prp16[G0007]
l(1)G0007	FBgn0026713	Prp16
Ski6	FBgn0032487	Ski6
CG30493;CG30496;l(2)08492	unknown ID	-
BEAF-32	FBgn0015602	BEAF-32
GatC	FBgn0064115	GatC
CG34408	FBgn0085437	CG34408
VAChT	FBgn0270928	VAChT
CG14969	FBgn0035440	CG14969
GstZ2	FBgn0037697	GstZ2
CG32694	FBgn0052694	CG32694
ltl	FBgn0268063	ltl
pasha	FBgn0039861	pasha
CG17726	FBgn0037880	CG17726
BcDNA:GH04978	FBgn0027587	Prp4k
CG9896	FBgn0034808	CG9896
gwl	FBgn0260399	gwl
Dmtn	FBgn0037443	Dmtn
RpL38	FBgn0040007	RpL38
Wdr33	FBgn0046222	Wdr33
sip3	FBgn0039875	sip3
ITP	FBgn0035023	ITP
CG3773	FBgn0038692	Polr2M
RSG7	FBgn0024941	RSG7
Acph-1	FBgn0000032	Acph-1
RpL37A	FBgn0261608	RpL37A
RpL37A	FBgn0030616	RpL37a
CG8397	FBgn0034066	EMC7
Nedd8	FBgn0032725	Nedd8
CG10424	FBgn0036848	Naxd
Eip63F-1	FBgn0004910	Eip63F-1
CG1461	FBgn0030558	Tat
CG17026	FBgn0036550	CG17026
CG9259	FBgn0032913	CG9259
CG8129	FBgn0037684	Srr
CG5220	FBgn0038471	Trm7-32
Cyp4d2	FBgn0011576	Cyp4d2
Ttc19	FBgn0032744	Ttc19
CG9630	FBgn0037561	CG9630
pn	FBgn0003116	pn
pn	FBal0050275	pn[unspecified]
CG10984	FBgn0036305	CG10984
CG6984	FBgn0034191	CG6984
SPF30	FBgn0039977	Spf30
CG9865-RA	FBtr0071680	PIG-M-RA
hgo	FBgn0040211	hgo
Glut1	FBgn0264574	Glut1
CG10359	FBgn0035452	CG10359
CT21019	FBgn0032400	CG6770
CG8331	FBgn0033906	ReepB
Dph5	FBgn0024558	Dph5
Ugt35a	FBgn0026315	Ugt35A1
E(Pc)	FBgn0000581	E(Pc)
E(Pc)	FBal0003311	E(Pc)[1]
Pde11	FBgn0085370	Pde11
DNApol-epsilon255	FBgn0264326	PolE1
CG5116-RA	FBtr0084877	CG5116-RA
Pkg21D	FBgn0000442	Pkg21D
CG12746	FBgn0037341	CG12746
Vav	FBgn0040068	Vav
BG:DS00941.15	FBgn0028532	CG7968
Cdc16	FBgn0025781	Cdc16
COX7A	FBgn0040529	COX7A
CG12224-RA	unknown ID	-
sicily	FBgn0030352	sicily
Cpr50Cb	FBgn0033869	Cpr50Cb
anon-WO0118547.16	FBgn0032603	CG17928
BG:BACR44L22.1	FBgn0028950	CG15255
CG6356	FBgn0039178	CG6356
CG5292	FBgn0038491	CG5292
Jafrac2	FBgn0040308	Jafrac2
ed	FBgn0000547	ed
Scm	FBgn0003334	Scm
Syx7	FBgn0267849	Syx7
CG9663	FBgn0031516	CG9663
Sh	FBgn0003380	Sh
CG8578	FBgn0030699	CG8578
Art8	FBgn0032329	Art8
CG4009	FBgn0038469	CG4009
GlcAT-I	FBgn0066114	GlcAT-I
Ns4	FBgn0032882	Ns4
fl(2)d	FBgn0000662	fl(2)d
Asap	FBgn0050372	Asap
Asap	FBgn0051721	Trim9
mRpL53	FBgn0050481	mRpL53
Uvrag	FBgn0032499	Uvrag
Mob4	FBgn0259483	Mob4
Rpb4	FBgn0263757	Polr2D
l(2)34Fd	FBgn0261535	l(2)34Fd
CG5199	FBgn0036994	CG5199
CG3987	FBgn0038292	CG3987
Sirt4	FBgn0029783	Sirt4
MFS16	FBgn0034611	MFS16
CG3511	FBgn0035027	CG3511
CG15099	FBgn0034400	CG15099
CG17260	FBgn0031498	CG17260
CG14967	FBgn0035420	hob
CG1344	FBgn0027507	CG1344
Vha16-3	FBgn0028667	Vha16-3
BcDNA:LD06317	FBgn0035148	CG3402
CG8202	FBgn0037622	CG8202
CG3168	FBgn0029896	CG3168
HEATR2	FBgn0051320	HEATR2
be	FBgn0052594	be
be	FBgn0003880	tu(3)be
GILT2	FBgn0039099	GILT2
CG12822	FBgn0033229	CG12822
mAChR-B	FBgn0037546	mAChR-B
18w	FBgn0287775	18w
CG7979	FBgn0035848	Uxs
BcDNA:GH16758	FBgn0040985	CG6115
drosha	FBgn0026722	drosha
CG9578	FBgn0031094	CG9578
CG6136	FBgn0038332	CG6136
